duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label
0,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1,0.0,0.0,0.96,1.0,0.02,1.0,0.0,172,1,0.01,0.38,0.01,0.0,0.0,0.0,0.32,1.0,3
0,1,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,134,1,0.01,0.64,0.64,0.0,0.04,0.0,0.63,1.0,2
0,2,48,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,0.0,0.0,0.0,0.0,0.3,0.25,0.0,255,26,0.1,0.67,0.42,0.0,0.0,0.0,0.58,0.0,3
0,2,48,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,5,0.0,0.0,0.0,0.0,0.08,0.08,0.0,255,5,0.02,0.22,0.83,0.0,0.0,0.0,0.17,0.0,3
0,1,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,1,0.0,0.42,0.82,0.0,0.0,0.0,0.82,1.0,2
0,1,48,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,35,1,0.03,0.74,0.77,0.0,0.77,1.0,0.0,0.0,1
0,0,14,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4,224,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,1
0,1,49,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,1,0.0,0.29,0.28,0.0,0.0,0.0,0.28,1.0,2
0,1,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,1,0.0,0.62,0.62,0.0,0.0,0.0,0.62,1.0,2
0,0,14,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,98,1.0,0.0,1.0,0.26,0.0,0.0,0.0,0.0,1
0,0,14,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,65,1.0,0.0,1.0,0.26,0.0,0.0,0.0,0.0,1
0,1,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.23,0.0,0.76,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.26,0.0,0.72,1.0,3
27018,1,48,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.74,1.0,0.0,0.0,0.0,1.0,1.0,2
0,0,14,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,51,1.0,0.0,1.0,0.51,0.0,0.0,0.0,0.0,0
0,1,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,1,0.08,0.0,0.92,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.06,0.0,0.94,1.0,3
0,2,48,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0.0,0.0,0.0,0.0,0.6,0.2,0.0,255,6,0.02,0.42,0.7,0.0,0.03,0.0,0.27,0.0,3
0,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0.0,0.0,1.0,1.0,0.17,1.0,0.0,255,1,0.0,0.36,0.0,0.0,0.0,0.0,0.11,1.0,3
22156,1,48,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.73,1.0,0.0,0.0,0.0,1.0,1.0,2
0,1,52,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,193,1,0.66,1.0,0.34,0.0,0.01,0.41,0.0,255,1,0.0,0.31,0.76,0.0,0.5,1.0,0.26,0.0,2
0,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0.0,0.0,0.93,1.0,0.04,1.0,0.0,255,1,0.0,0.15,0.0,0.0,0.0,0.0,0.11,1.0,3
0,0,14,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,25,1.0,0.0,1.0,0.56,0.0,0.0,0.0,0.0,0
2,1,19,2,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2,2,0.5,1.0,0.5,1.0,0.0,0.0,1.0,1.0,0
0,0,14,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,125,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0
0,0,14,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,129,1.0,0.0,1.0,0.51,0.0,0.0,0.0,0.0,0
0,1,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,1,0.0,0.66,0.65,0.0,0.0,0.0,0.65,1.0,2
26848,1,48,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.74,1.0,0.0,0.0,0.0,1.0,1.0,2
0,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,0.07,0.0,0.93,1.0,0.01,1.0,0.0,255,1,0.0,0.66,0.0,0.0,0.03,0.0,0.38,1.0,3
0,0,14,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,106,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0
0,1,48,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,170,1,0.01,0.94,0.95,0.0,0.95,1.0,0.0,0.0,1
0,1,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,239,1,0.0,0.32,0.3,0.0,0.0,0.0,0.3,1.0,2
0,2,48,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0.0,0.0,0.0,0.0,0.38,0.31,0.0,255,5,0.02,0.22,1.0,0.0,0.0,0.0,0.0,0.0,3
0,1,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,189,1,0.01,0.48,0.48,0.0,0.0,0.0,0.48,1.0,2
0,1,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,1,0.0,0.41,0.8,0.0,0.0,0.0,0.8,1.0,2
5,1,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,1,0.0,0.94,0.94,0.0,0.0,0.0,0.94,1.0,2
0,0,14,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,119,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
0,0,14,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,63,1.0,0.0,1.0,0.52,0.0,0.0,0.0,0.0,0
1,1,52,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,2,0.65,0.5,0.35,0.5,0.01,0.41,0.0,255,2,0.01,0.31,0.76,0.0,0.5,0.5,0.26,0.5,2
0,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,16,1,0.06,1.0,0.06,0.0,0.0,0.0,0.94,1.0,0
0,0,14,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3,80,1.0,0.0,1.0,0.26,0.0,0.0,0.0,0.0,1
0,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,1,0.01,0.0,0.92,1.0,0.01,1.0,0.0,255,1,0.0,0.48,0.0,0.0,0.0,0.0,0.44,1.0,3
0,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.12,0.0,0.87,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.16,0.0,0.81,1.0,3
0,2,43,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0.0,0.0,0.0,0.0,0.14,0.57,0.0,255,1,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,3
0,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,1,0.0,0.74,0.73,0.0,0.0,0.0,0.73,1.0,2
0,2,48,9,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,144,120,0.83,0.01,0.83,0.0,0.0,0.0,0.0,0.0,1
27527,1,48,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.74,1.0,0.0,0.0,0.0,1.0,1.0,2
0,2,48,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,17,0.0,0.0,0.0,0.0,0.52,0.09,0.0,255,17,0.07,0.6,0.45,0.0,0.05,0.0,0.5,0.0,3
0,0,14,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4,112,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,1
0,1,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,1,0.09,0.0,0.9,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.11,0.0,0.89,1.0,3
9841,1,43,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.74,1.0,0.0,0.0,0.0,1.0,1.0,2
0,1,43,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.15,1.0,0.84,0.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.22,1.0,0.78,0.0,3
0,1,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.17,0.0,0.83,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.08,0.0,0.92,1.0,3
0,0,14,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4,176,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,1
0,1,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,1,0.07,0.0,0.9,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.09,0.0,0.9,1.0,3
22416,1,48,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.73,1.0,0.0,0.0,0.0,1.0,1.0,2
0,0,14,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3,39,1.0,0.0,1.0,0.26,0.0,0.0,0.0,0.0,1
0,0,14,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,109,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0
0,1,48,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,127,1,0.01,0.92,0.94,0.0,0.94,1.0,0.0,0.0,1
36344,1,48,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.5,1.0,0.0,0.0,0.0,1.0,1.0,2
3,1,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,2,0.0,0.0,1.0,1.0,0.01,0.52,0.0,255,2,0.01,0.52,1.0,0.0,0.0,0.0,1.0,1.0,2
0,0,14,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,171,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0
0,0,14,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,28,1.0,0.0,1.0,0.54,0.0,0.0,0.0,0.0,0
0,1,48,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,28,1,0.04,0.71,0.71,0.0,0.71,1.0,0.0,0.0,1
0,1,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,203,1,0.0,0.2,0.17,0.0,0.0,0.0,0.18,1.0,2
0,0,14,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3,167,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,1
0,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,31,2,0.03,1.0,0.03,1.0,0.0,0.0,0.87,1.0,0
39890,1,48,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.5,1.0,0.0,0.0,0.0,1.0,1.0,2
0,1,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,1,0.08,0.0,0.92,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.08,0.0,0.92,1.0,3
0,2,48,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,0.0,0.0,0.0,0.0,0.45,0.35,0.0,255,9,0.04,0.22,1.0,0.0,0.0,0.0,0.0,0.0,3
0,1,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,1,0.1,0.0,0.9,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.09,0.0,0.9,1.0,3
0,0,14,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,24,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
0,0,14,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,28,1.0,0.0,1.0,0.54,0.0,0.0,0.0,0.0,0
31709,1,48,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.82,1.0,0.0,0.0,0.0,1.0,1.0,2
1,1,52,9,0,84,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,78,0.17,1.0,0.17,0.04,0.0,0.0,0.83,0.0,0
0,0,14,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4,92,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,1
0,1,4,9,6,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,509,2,0.02,0.0,0.97,0.0,0.0,1.0,1.0,255,1,0.0,1.0,0.0,0.0,0.02,0.0,0.96,0.0,3
0,0,14,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3,199,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,1
0,2,43,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0.0,0.0,0.0,0.0,0.07,0.53,0.0,255,1,0.0,0.28,0.8,0.0,0.0,0.0,0.17,0.0,3
0,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,52,2,0.02,1.0,0.02,1.0,0.0,0.0,0.96,1.0,0
0,0,14,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4,12,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,1
0,1,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,1,0.1,0.0,0.89,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.09,0.0,0.9,1.0,3
0,0,14,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3,71,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,1
0,1,43,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,1,0.0,0.71,1.0,0.0,0.0,0.0,1.0,1.0,2
0,0,14,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,28,1.0,0.0,1.0,0.54,0.0,0.0,0.0,0.0,0
22456,1,48,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.73,1.0,0.0,0.0,0.0,1.0,1.0,2
0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,1.0,1.0,0.5,1.0,0.0,255,1,0.0,0.36,0.34,0.0,0.0,0.0,0.35,1.0,2
0,1,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,1,0.0,0.82,0.81,0.0,0.0,0.0,0.81,1.0,2
0,0,14,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,124,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0
